,user,item,buy_size,sex,height,weight,review,size,brightness,color,thickness
933,LV 5 fosh_10,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 170cm, 66kg,너무 이쁘고 처음 사봣는데 가성비 좋다는게 느껴지네요,보통이에요,보통이에요,보통이에요,보통이에요
934,LV 4 Hwan032,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 184cm, 79kg,살짝만 더 길었으면 했지만 이것도 나름대로 스타일이 괜찮습니다,보통이에요,보통이에요,보통이에요,보통이에요
935,LV 5 버질아왜불로,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],34,남성, 173cm, 80kg,기장 사이즈 다평소 사이즈로 잘맞습니다 가격이 9천원이라 고민없이 주문했습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
936,LV 3 뉴비_45811651,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,남성, 188cm, 100kg,사이즈도 딱 맞고 너무 만족스럽습니다  가성비 굿굿,보통이에요,보통이에요,보통이에요,보통이에요
937,LV 3 뉴비_87f979ccbff9,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,남성, 174cm, 79kg,상하위 모두 블랙 앤 화이트로 컬러 조합해서 입으면 좋겠네요   ,보통이에요,보통이에요,보통이에요,보통이에요
938,LV 3 멤버_4b7d61b2a53a,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 174cm, 70kg,두께감이 있어서 여름아 입기엔 조금 덥네요핏이 좋아서 다른색상 하나 더 주문했는데 검정색은 옷이 좀 피네요,보통이에요,보통이에요,보통이에요,두꺼워요
939,LV 5 개똥이아부지,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],33,남성, 176cm, 99kg,가성비 기본템으로 무탠다드가 최고인듯 사이즈도 여러가지고 핏도 여러가지라 좋음,보통이에요,보통이에요,보통이에요,보통이에요
940,LV 4 한앤피스,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 168cm, 66kg,무신사 스탠다드 항상 즐겨입는데 이번에도 좋았습니다,보통이에요,보통이에요,보통이에요,보통이에요
941,LV 3 전태민_1108,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,남성, 150cm, 50kg,사이즈도 적당해서 조금만 수선해서 입으면 좋을것같고 색도 만족합니다 ,커요,보통이에요,보통이에요,얇아요
942,LV 7 작은섬광,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,남성, 174cm, 82kg,마음에듭니다배송도빠르고요 전체적으로 마음에듭니다좋아요,보통이에요,보통이에요,보통이에요,보통이에요
943,LV 4 뉴비_77b57ceb,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 170cm, 68kg,딱 적당한 크롭에 허리밴딩까지 편한건 다있네요,보통이에요,보통이에요,보통이에요,보통이에요
944,LV 6 하반기,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 170cm, 68kg,넉넉하니 언제어디서든 모든곳에서 잘입고있는 제품입니다,보통이에요,보통이에요,보통이에요,보통이에요
945,LV 6 하반기,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 178cm, 72kg,넉넉하니 언제어디서든 모든곳에서 잘입고있는 제품입니다,보통이에요,보통이에요,보통이에요,보통이에요
946,LV 5 베커미,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,NaN,NaN,NaN,무난무난해서 어디에나 잘 어울리는 바지입니다,보통이에요,보통이에요,보통이에요,보통이에요
947,LV 3 나인티나인퍼센,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,NaN,NaN,NaN,일단 구매후 아주 놀란 제품입니다  아주 이쁘고 핏도 완전 굿입니다  ,보통이에요,보통이에요,보통이에요,보통이에요
948,LV 3 나인티나인퍼센,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,NaN,NaN,NaN,일단 바지 자체가 이쁜 제품이라서 핏도 어느정도 챙기고 원단도 좋습니다  정말 가성비 갑입니다  저는 두번째 구매했는데 만족도가 아주 높습니다  ,보통이에요,보통이에요,보통이에요,보통이에요
949,LV 5 안녕돼지얌,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,NaN,NaN,NaN,슬랙스는 무탠다드 슬랙스만 구매합니다 그만큼 재질도 핏도좋아요,보통이에요,보통이에요,보통이에요,보통이에요
950,LV 3 뉴비_74447125,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 168cm, 67kg,길이도 딱 맞고 허리 엉덩이 통 모두 만족스러워요 추천합니다,보통이에요,보통이에요,보통이에요,보통이에요
951,LV 3 이턍임,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 181cm, 77kg,평소 30 31입고 좋아요  편하고  셋업으로 입으려고 샀어요,보통이에요,보통이에요,보통이에요,보통이에요
952,LV 5 김춘뎅,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 175cm, 78kg,이번시즌건 허리가 다소 타이트한 기분이 들긴합니다 평소에 무탠 31이였는데  이번시즌건 32가 맞는것 같습니다   체중변화 없음 나머진 아시듯이 소재 가격 디자인 모두 만족합니다 ,작아요,보통이에요,보통이에요,보통이에요
953,LV 3 Dforte,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],32,남성, 173cm, 68kg,색깔 이쁘고 잘입고 다니고 있어요 다만 가격이 가격인지라 산지 하루이틀만에 바지 고정핀이 빠졌어요  ,보통이에요,밝아요,선명해요,얇아요
954,LV 3 뉴비_6f8b682,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,남성, 174cm, 78kg,급하게 셋업으로 입으려고 샀는데 기본티나 일반 피케티셔츠에도 매칭하기 좋습니다  사이즈는 딱 좋네요 ,보통이에요,보통이에요,보통이에요,보통이에요
955,LV 5 누굴까여,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 174cm, 75kg,테이퍼드핏으로 가성비 최고  벌써 4벌째 입고있어요ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
956,LV 6 트러블보이,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,NaN,NaN,NaN,살짝 작은 느낌이 들지만 기장도 딱 좋고 신축성도 좋아용  ,작아요,보통이에요,보통이에요,얇아요
957,LV 3 뉴비_144ba654a493,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],34,NaN,NaN,NaN,무신사 슬랙스 이쁩니다제 스펙이면 33 34추천드립니다,보통이에요,보통이에요,보통이에요,보통이에요
958,LV 4 둥식,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,NaN,NaN,NaN,명불허전 무탠다드  여름포함 사계절 나내 입기 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
959,LV 3 주워니파파,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],32,NaN,NaN,NaN,검정 회색 베이지 모두 하나씩 재고 알림 뜨면 사고있습니다  가격좋고 품질 핏 다 좋습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
960,LV 3 패션스타가꿈,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],30,남성, 174cm, 75kg,174에 75키로입니다 허리는 딱맞고 한치수 큰걸로해도 좋을 듯 합니다 ,보통이에요,밝아요,보통이에요,보통이에요
961,LV 4 씨알세븐,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],33,남성, 182cm, 72kg,좋습니다 좋습니다 좋습니다 핏 좋습니다 좋아요,보통이에요,어두워요,선명해요,보통이에요
962,LV 5 최토비,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,남성, 177cm, 71kg,여름에 입긴 두꺼워요  사이즈가 보통 30 31입는데허리줄일각오하고 구매했는데도 딱맞네요  보통 자기보다 한사이즈 업하는게 좋을거같아요,보통이에요,보통이에요,보통이에요,두꺼워요
963,LV 4 뉴비_c908a97a,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],32,남성, 170cm, 67kg,빠른배송 감사합니다사이즈는 정사이즈로 딱맞습니다 ,보통이에요,보통이에요,보통이에요,보통이에요
964,LV 5 wtf0724,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 187cm, 75kg,역시 무탠다드 인거 같아요 가격도 ㄱㅊ고 퀄리티도 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
965,LV 3 psh2610,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,남성, 187cm, 75kg,믿고 사는 무탠다드 슬랙스  기장은 원래 박음질 되어있는 1단 줄였다 ,보통이에요,보통이에요,보통이에요,보통이에요
966,LV 3 뉴비_a1908959,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],31,남성, 187cm, 85kg,사이즈 두께 색상 전부 마음에 들어요 매칭하기 좋은 색상으로 구매 했어요,보통이에요,보통이에요,보통이에요,보통이에요
967,LV 3 뉴비_4bb07783e7cf,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],33,NaN,NaN,NaN,핑크빛은 살짝만 있고 팥색이라 색감이 예쁩니다  ,보통이에요,보통이에요,보통이에요,보통이에요
968,LV 3 뉴비_4bb07783e7cf,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],33,NaN,NaN,NaN,색상도 무난하고 핏도 좋아요 기장은 수선하기에도안하기에도 애매한 길이네요,보통이에요,보통이에요,보통이에요,보통이에요
969,LV 3 뉴비_4bb07783e7cf,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],33,NaN,NaN,NaN,핑크베이지인데 핑크빛은 정말 살짝 돌고 그냥 팥색이라 부담 없습니다,보통이에요,보통이에요,보통이에요,보통이에요
970,LV 4 썬신사,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],32,남성, 182cm, 78kg,허리 허벅지 핏과 길이감이 너무 좋아서 색 종류별로 구매중 입니다 ,보통이에요,보통이에요,보통이에요,보통이에요
971,LV 5 뉸녀듄,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 187cm, 75kg,핏도 잘 맞아떨어져서 수선안해도되고 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
972,LV 3 뉴비_4bb07783e7cf,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 175cm, 66kg,싸이즈 33이고 핏이 좋아서 색상별로 구매중입니다  ,보통이에요,보통이에요,보통이에요,보통이에요
973,LV 3 피리대장,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],30,남성, 171cm, 75kg,핑크라길래 걱정했는데 핑정도 섞은 핑크라 괜찮네요,보통이에요,보통이에요,보통이에요,보통이에요
974,LV 4 뉴비_b72ce261fcab,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 171cm, 75kg,굿  사이즈도 잘 맞고 배송도 빠르고 좋은거 같아요,보통이에요,보통이에요,보통이에요,보통이에요
975,LV 4 뉴비_b72ce261fcab,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,여성, 182cm, 67kg,굿 사이즈도 잘맞고 배송도 빨라서 너무 좋았어요,보통이에요,보통이에요,보통이에요,보통이에요
976,LV 4 1828842,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 171cm, 65kg,마른 체형이 입는게 핏이 좋은 것 같아요 무난하게 잘 입습니다,보통이에요,보통이에요,보통이에요,보통이에요
977,LV 3 봄잠바셔츠,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 185cm, 80kg,기본 슬랙스로 깔끔하고좋습니다  한개정도 더구매해도좋을듯합니다,보통이에요,보통이에요,보통이에요,보통이에요
978,LV 3 셍킹,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],29,NaN,NaN,NaN,호빗남자에게 수선안해도 좋네요 굿굿 가격도 저렴하고요  ,보통이에요,보통이에요,보통이에요,보통이에요
979,LV 5 아씨다스,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],33,NaN,NaN,NaN,검은색으로 산적있었는데 허벅지가 굵은편이라 역시 한치수 크게사도 끼긴해요 하지만 색도이쁘고 조금 살빼면 더이쁠듯해요,보통이에요,보통이에요,보통이에요,보통이에요
980,LV 4 썬신사,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],32,남성, 182cm, 78kg,허리 허벅지 핏과 길이감이 너무 좋아서 색 종류별로 구매중 입니다 ,보통이에요,보통이에요,보통이에요,보통이에요
981,LV 5 뉸녀듄,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 187cm, 75kg,핏도 잘 맞아떨어져서 수선안해도되고 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
982,LV 3 뉴비_4bb07783e7cf,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,남성, 175cm, 66kg,싸이즈 33이고 핏이 좋아서 색상별로 구매중입니다  ,보통이에요,보통이에요,보통이에요,보통이에요
983,LV 3 사강훈,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],33,남성, 180cm, 85kg,생각보다 이쁜거같더라규요   길이도 잘맞고 수선필요없더라구여,보통이에요,보통이에요,보통이에요,보통이에요
984,LV 3 구어요미야여,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,NaN,NaN,NaN,조금 작아요 그래도 잘 늘어나서 편안하네요살 조금 빼면 예쁠듯,작아요,보통이에요,보통이에요,얇아요
985,LV 5 carrick,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],31,NaN,NaN,NaN,전투용으로 애용하고 있습니다 여름용을 못사서 아쉽  ,보통이에요,보통이에요,보통이에요,보통이에요
986,LV 5 국정원장,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,NaN,NaN,NaN,한치수 작게 샀더니 쫌 작네요32 입으시면 33으로 구매하세여,보통이에요,보통이에요,보통이에요,보통이에요
987,LV 5 국정원장,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,NaN,NaN,NaN,허리가 약간크지만 다른곳은 다 잘 맞네요민족하면서 잘 입고 있습니다,보통이에요,보통이에요,보통이에요,보통이에요
988,LV 6 메타쭌,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],31,NaN,NaN,NaN,너무너무 마음에 듭니다 재구매 또 할거에요 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요
989,LV 5 funjun!,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],30,NaN,NaN,NaN,깔끔허니 셔츠랑 코디하기 찰떡입니다   기본으로 추천드랴여,보통이에요,보통이에요,보통이에요,보통이에요
990,LV 5 뉴비_fb09c6ee905f,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],31,남성, 170cm, 75kg,배송 빠르고 저렴한 가격에 높은 퀄리티 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
991,LV 3 유운다다닥,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운],30,남성, 173cm, 65kg,남자친구가 입을 옷으로 샀는데 잘 입고다녀요  이뻐요 ,보통이에요,보통이에요,보통이에요,보통이에요
992,LV 3 뉴비대마왕,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,남성, 181cm, 70kg,테이퍼드 핏이 이쁘고 어느 코디에도 다 적용될 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
993,LV 3 뉴비_1945064f,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,남성, 172cm, 62kg,복숭아뼈까지 떨어지고 테이퍼드핏이라 이쁩니다,보통이에요,보통이에요,보통이에요,보통이에요
994,LV 3 멤버_5d43e8442535,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],31,남성, 167cm, 60kg,사진보다 색상이 연하네요엔베이지라 생각하시면 됩니다,보통이에요,보통이에요,보통이에요,보통이에요
995,LV 3 뉴비_bc1db41c,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,남성, 176cm, 81kg,아들이 슬랙스 바지 원해서 무신사추천상품인 데이퍼드 히든 밴딩 크롭 슬랙스 블랙  구입해서 하루만에 받아 봤는데 입어보고 아들이 너무좋아합니다  좋아하는 모습보니 덩달아 기분이 좋네용   ,보통이에요,어두워요,선명해요,보통이에요
996,LV 6 뉴비_9546c75b,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,남성, 184cm, 80kg,믿고사는 무탠다드 슬랙스  가성비 갑인거같아요 수선없이 딱 잘맞아요,보통이에요,보통이에요,보통이에요,보통이에요
